ID,PIN,Address,Legal Description,Property Status,Date of Acquisition,Date of Disposition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Zip Code,Last Update,X Coordinate,Y Coordinate,Latitude,Longitude,Location
35303,16-24-102-018-0000,1343 W DOUGLAS BLVD,,Sold,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22513,25-25-209-026-0000,12302 S CRANDON AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
24048,25-20-414-006-0000,1000 E 118TH ST,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23388,25-24-406-007-0000,11815 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
18749,20-08-106-023-0000,4218 S ELIZABETH ST,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22997,25-25-214-027-0000,12304 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23279,25-24-405-022-0000,11855 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23008,25-25-214-038-0000,12332 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22768,25-25-213-030-0000,12312 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
33934,16-08-415-048-1008,,,Owned by City,,,,,,,,,5/22/2018,,,,,
34685,17-04-310-006-0000,1115 N HOWE ST,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
35890,20-17-428-031-0000,,,Sold,,,,,,,,,5/22/2018,,,,,
37273,26-20-128-027-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
34476,25-34-408-018-0000,908 E 134TH PL,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22736,25-25-212-046-0000,12352 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22867,25-25-214-007-0000,12315 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22486,25-24-428-005-0000,12111 S JEFFERY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22127,25-24-421-011-0000,12031 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23889,25-24-206-047-0000,11648 S BENSLEY AVE,,Owned by City,,,0,,,,,60617,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
24299,25-24-208-033-0000,11630 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22035,25-24-414-043-0000,11950 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
36400,20-17-429-012-0000,,,Sold,,,,,,,,,5/22/2018,,,,,
22869,25-25-214-009-0000,12321 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
36134,20-17-430-017-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
36304,20-17-429-027-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
33936,16-08-415-048-1010,,,Owned by City,,,,,,,,,5/22/2018,,,,,
47357,25-25-205-026-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
21371,20-23-101-019-0000,6324 E 64TH ST,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23003,25-25-214-033-0000,12320 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
34502,20-17-430-035-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
22800,25-24-430-020-0000,12157 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
37413,26-32-111-005-0000,,,Sold,,,,,,,,,5/22/2018,,,,,
22639,25-25-212-035-0000,12324 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
16453,25-25-211-016-0000,12337 S OGLESBY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
36392,20-17-431-023-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
24185,25-24-215-044-0000,11748 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
34452,20-16-318-054-0000,724 W 62ND ST,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22654,25-34-106-007-0000,13032 S RHODES AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23045,25-24-217-010-0000,11723 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
23973,25-24-207-044-0000,11648 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
36397,20-17-431-011-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
21812,25-25-204-031-0000,12214 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22278,25-25-208-009-0000,12321 S PAXTON AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
34991,16-23-212-036-0000,,,Sold,,,,,,,,,5/22/2018,,,,,
22739,25-25-213-001-0000,12301 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
35880,20-17-429-014-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
23974,25-24-207-047-0000,11654 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
21888,25-24-413-009-0000,11921 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22482,25-24-428-001-0000,12101 S JEFFERY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
37560,26-20-128-022-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
24350,25-16-420-038-0000,218 W 110TH ST,,Owned by City,,,0,34,49,ROSELAND,RS-3,60628,5/22/2018,1176688.974,1832091.369,41.69460066,-87.62871091,"(41.69460066, -87.62871091)"
8936,16-11-132-030-0000,438 N MONTICELLO AVE,,Sold,,03/24/2017,0,27,23,HUMBOLDT PARK,RT-4,60624,5/22/2018,1151877.044,1902834.352,41.88925109,-87.71770052,"(41.88925109, -87.71770052)"
34153,16-11-124-026-0000,501 N LAWNDALE AVE,,Owned by City,,,0,27,23,HUMBOLDT PARK,RT-4,60624,5/22/2018,1151727.609,1903136.724,41.89008377,-87.71824135,"(41.89008377, -87.71824135)"
38181,20-23-412-019-0000,6935 S DORCHESTER AVE,,Owned by City,,,0,5,43,SOUTH SHORE,RT-4,60637,5/22/2018,1186498.143,1859215.719,41.76880697,-87.59194168,"(41.76880697, -87.59194168)"
23384,26-05-108-016-0000,9039 S BURLEY AVE,,Owned by City,,,0,10,46,SOUTH CHICAGO,RS-3,60617,5/22/2018,1199349.015,1845474.400,41.73078622,-87.54529904,"(41.73078622, -87.54529904)"
23453,25-28-101-040-0000,11958 S UNION AVE,,Owned by City,,,0,34,53,WEST PULLMAN,RT-4,60628,5/22/2018,1173714.953,1825365.325,41.67620958,-87.63979787,"(41.67620958, -87.63979787)"
34176,20-16-106-012-0000,,,Sold,,,,,,,,,5/22/2018,,,,,
50703,20-16-113-023-0000,5710 S UNION AVE,"LOT 5 IN  MCCORMICK'S  RESUBDIVISION  OF LOTS 1 TO 6  OF BLOCK 1 IN  G.W. CASS'  SUBDIVISION OF  THE NORTH 1/2 OF  THE NORTHWEST  1/4 OF LOT 39 IN  SCHOOL  TRUSTEES'  SUBDIVISION OF  SECTION 16,  TOWNSHIP 38  NORTH, RANGE  14, EAST OF THE",Owned by City,03/24/0006,,0,20,68,ENGLEWOOD,RS-3,60621,5/22/2018,1172570.210,1866944.193,41.79033289,-87.64276683,"(41.79033289, -87.64276683)"
14682,20-03-202-019-0000,700 E OAKWOOD BLVD,,Sold,,,0,4,38,GRAND BOULEVARD,RM-5,60653,5/22/2018,1181548.493,1878953.150,41.82308384,-87.60947526,"(41.82308384, -87.60947526)"
37457,25-34-406-010-0000,13437 S CORLISS AVE,,Owned by City,,,0,9,54,RIVERDALE,RS-2,0,5/22/2018,1184160.578,1816163.335,41.65072091,-87.6018505,"(41.65072091, -87.6018505)"
34186,20-16-126-003-0000,519 W 58TH PL,,Sold,,,0,20,68,ENGLEWOOD,M1-2,60621,5/22/2018,1173717.048,1866030.994,41.78780162,-87.63858875,"(41.78780162, -87.63858875)"
36066,20-16-306-032-0000,5928 S STEWART AVE,,Sold,,,0,20,68,ENGLEWOOD,RS-3,60621,5/22/2018,1174529.361,1865483.428,41.78628099,-87.63562664,"(41.78628099, -87.63562664)"
38170,20-20-309-008-0000,6819 S JUSTINE ST,,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1167276.805,1859409.180,41.76977091,-87.66239192,"(41.76977091, -87.66239192)"
36385,20-17-409-007-0000,6019 S MAY ST,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,5/22/2018,1169778.760,1864791.370,41.78448637,-87.65306478,"(41.78448637, -87.65306478)"
17061,20-17-407-032-0000,5950 S HALSTED ST,,Owned by City,,,0,16,68,ENGLEWOOD,B2-2,60621,5/22/2018,1171894.660,1865172.570,41.78548623,-87.64529587,"(41.78548623, -87.64529587)"
8952,16-11-113-019-0000,627 N AVERS AVE,,Owned by City,,,0,27,23,HUMBOLDT PARK,RS-3,60624,5/22/2018,1150702.952,1904054.435,41.89262216,-87.72198037,"(41.89262216, -87.72198037)"
15453,17-34-306-016-0000,17 E 36TH PL,,Owned by City,,,0,3,35,DOUGLAS,C1-3,0,5/22/2018,1177115.440,1880909.389,41.82855326,-87.62567913,"(41.82855326, -87.62567913)"
12645,17-18-108-032-0000,2208 W ADAMS ST,,Owned by City,,,0,27,28,NEAR WEST SIDE,RM-5,0,5/22/2018,1161661.849,1899084.872,41.87876393,-87.68187122,"(41.87876393, -87.68187122)"
8103,16-01-215-001-0000,1459 N ARTESIAN AVE,,Sold,,,0,1,24,WEST TOWN,RT-4,60622,5/22/2018,1159898.099,1909856.075,41.90835758,-87.68804992,"(41.90835758, -87.68804992)"
20713,20-22-204-003-0000,611 E 63RD ST,,Owned by City,,,0,20,42,WOODLAWN,B3-3,60637,5/22/2018,1181477.500,1863286.310,41.78009435,-87.61021923,"(41.78009435, -87.61021923)"
9249,16-11-408-085-0000,3224 W WALNUT ST,,Sold,,,"4,065",28,27,EAST GARFIELD PARK,RT-4,60624,5/22/2018,1154735.839,1901540.562,41.88564404,-87.70723648,"(41.88564404, -87.70723648)"
10405,16-14-326-003-0000,3951 W GRENSHAW ST,,Owned by City,,,0,24,29,NORTH LAWNDALE,C1-2,60624,5/22/2018,1150015.300,1894651.270,41.86683225,-87.72475074,"(41.86683225, -87.72475074)"
36025,20-18-419-038-0000,6138 S WOOD ST,,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1165309.592,1863811.805,41.78189418,-87.6694783,"(41.78189418, -87.6694783)"
23490,25-24-406-038-0000,11838 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22251,25-24-422-023-0000,12006 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
13263,16-23-208-010-0000,3533 W 13TH PL,,Sold,,,0,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1152905.990,1893560.230,41.86378159,-87.71416748,"(41.86378159, -87.71416748)"
12339,17-17-419-011-0000,900 S CARPENTER ST,,Sold,,,"3,300",25,28,NEAR WEST SIDE,RM-5,60607,5/22/2018,1169402.074,1896171.466,41.87060459,-87.65353547,"(41.87060459, -87.65353547)"
11075,16-13-309-043-0000,3010 W POLK ST,,Sold,,,"3,126",28,27,EAST GARFIELD PARK,RT-4,60612,5/22/2018,1156345.500,1896311.040,41.87126133,-87.70146684,"(41.87126133, -87.70146684)"
20885,20-22-212-029-0000,6416 S CHAMPLAIN AVE,,Sold,,,"3,058",20,42,WOODLAWN,RT-4,60637,5/22/2018,1181578.865,1862520.030,41.77798927,-87.60987124,"(41.77798927, -87.60987124)"
24430,25-09-100-027-0000,9508 S EMERALD AVE,,Owned by City,,,0,21,73,WASHINGTON HEIGHTS,B3-1,60628,5/22/2018,1172890.385,1841737.290,41.72115493,-87.6423352,"(41.72115493, -87.6423352)"
22031,25-24-414-039-0000,11940 S HOXIE AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
12848,17-07-315-035-0000,2004 W LAKE ST,,Sold,,,"8,832",27,28,NEAR WEST SIDE,PMD 4,60612,5/22/2018,1162926.870,1901448.991,41.88522483,-87.67715994,"(41.88522483, -87.67715994)"
34124,20-16-209-011-0000,336 W 58TH ST,,Owned by City,,,0,20,68,ENGLEWOOD,RS-3,60621,5/22/2018,1174864.890,1866512.380,41.78909707,-87.63436576,"(41.78909707, -87.63436576)"
19023,20-10-122-006-0000,5031 S PRAIRIE AVE,,Owned by City,,,0,3,38,GRAND BOULEVARD,RM-5,60615,5/22/2018,1179022.445,1871577.799,41.80290328,-87.61896716,"(41.80290328, -87.61896716)"
11792,16-12-326-029-0000,2926 W WARREN BLVD,,Sold,,,"2,000",27,27,EAST GARFIELD PARK,RT-4,60612,5/22/2018,1156743.680,1900294.645,41.88218469,-87.69989703,"(41.88218469, -87.69989703)"
35256,16-15-221-022-0000,4258 W VAN BUREN ST,,Owned by City,,,0,28,26,WEST GARFIELD PARK,RT-4,60624,5/22/2018,1147846.729,1897772.695,41.87543972,-87.73263171,"(41.87543972, -87.73263171)"
20391,20-23-108-014-0000,6328 S WOODLAWN AVE,,Owned by City,,,0,20,42,WOODLAWN,PD 723,60637,5/22/2018,1185239.035,1863187.149,41.77973462,-87.59643215,"(41.77973462, -87.59643215)"
11634,16-13-217-006-0000,2645 W JACKSON BLVD,,Sold,,,"1,937",28,27,EAST GARFIELD PARK,RT-4,60612,5/22/2018,1158621.600,1898507.045,41.8772411,-87.69305026,"(41.8772411, -87.69305026)"
18100,20-09-308-011-0000,5225 S HALSTED ST,,Sold,,,0,20,61,NEW CITY,C1-2,60609,5/22/2018,1171964.216,1870062.219,41.79890243,-87.64489729,"(41.79890243, -87.64489729)"
22371,25-25-208-024-0000,12357 S PAXTON AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
37844,20-28-319-004-0000,7719 S NORMAL AVE,,Owned by City,,,0,17,69,GREATER GRAND CROSSING,RT-4,60620,5/22/2018,1174400.651,1853655.540,41.75382677,-87.63644994,"(41.75382677, -87.63644994)"
24663,21-32-205-015-0000,8439 S BURLEY AVE,,Owned by City,,,0,10,46,SOUTH CHICAGO,RT-4,60617,5/22/2018,1199376.009,1849491.035,41.74180749,-87.54506539,"(41.74180749, -87.54506539)"
36405,20-19-210-020-0000,6459 S WOLCOTT AVE,,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1164894.294,1861613.861,41.77587152,-87.67106295,"(41.77587152, -87.67106295)"
9631,16-15-427-033-0000,4122 W ROOSEVELT RD,,Owned by City,,,0,24,29,NORTH LAWNDALE,C1-2,60624,5/22/2018,1148960.860,1894480.740,41.86638474,-87.72862616,"(41.86638474, -87.72862616)"
9352,16-11-415-016-0000,3301 W WARREN BLVD,,Owned by City,,,0,28,27,EAST GARFIELD PARK,RM-5,60624,5/22/2018,1154343.535,1900058.403,41.88158469,-87.70871672,"(41.88158469, -87.70871672)"
16550,20-18-215-029-0000,5618 S ASHLAND AVE,,Owned by City,,,0,16,67,WEST ENGLEWOOD,B3-2,60636,5/22/2018,1166525.260,1867359.500,41.79160365,-87.66492023,"(41.79160365, -87.66492023)"
20340,20-36-102-037-0000,1749 E 79TH ST,,Owned by City,,,0,8,46,SOUTH CHICAGO,B3-2,60649,5/22/2018,1189577.246,1852855.739,41.75128125,-87.5808593,"(41.75128125, -87.5808593)"
17198,20-18-429-007-0000,6217 S HERMITAGE AVE,,Sold,,,"3,105",15,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1165842.375,1863355.050,41.78062948,-87.66753794,"(41.78062948, -87.66753794)"
9762,16-22-225-025-0000,1522 S TRIPP AVE,,Owned by City,,,0,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1148206.612,1892108.970,41.85989086,-87.73145614,"(41.85989086, -87.73145614)"
21028,20-21-125-026-0000,663 S UNION AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
37656,20-30-215-019-0000,7245 S MARSHFIELD AVE,,Owned by City,,,0,17,67,WEST ENGLEWOOD,RS-2,60636,5/22/2018,1166696.623,1856472.836,41.76172559,-87.66460229,"(41.76172559, -87.66460229)"
17866,20-14-316-026-0000,1000 E 63RD ST,,Owned by City,,,0,20,42,WOODLAWN,PD 723,0,5/22/2018,1184101.031,1863539.591,41.78072843,-87.60059316,"(41.78072843, -87.60059316)"
36535,20-18-215-025-0000,5606 S ASHLAND AVE,,Owned by City,,,0,16,67,WEST ENGLEWOOD,B3-2,60636,5/22/2018,1166521.960,1867484.460,41.79194662,-87.66492876,"(41.79194662, -87.66492876)"
17569,20-17-212-007-0000,5619 S MORGAN ST,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,5/22/2018,1170701.355,1867473.380,41.79182603,-87.64960398,"(41.79182603, -87.64960398)"
22597,25-24-429-009-0000,12125 S BENSLEY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
22046,25-25-206-012-0000,12227 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
21695,20-20-327-035-0000,7042 S LOOMIS BLVD,,Owned by City,,,0,6,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1168124.338,1857854.754,41.76548718,-87.65932988,"(41.76548718, -87.65932988)"
18891,20-14-308-029-0000,6140 S INGLESIDE AVE,,Sold,,,"8,603",20,42,WOODLAWN,RM-5,60637,5/22/2018,1183383.335,1864298.499,41.7828277,-87.60320071,"(41.7828277, -87.60320071)"
18953,20-14-309-004-0000,6104 S ELLIS AVE,,Sold,,03/07/2018,0,20,42,WOODLAWN,RM-5,60637,5/22/2018,1183807.577,1864714.847,41.7839603,-87.60163234,"(41.7839603, -87.60163234)"
9264,16-11-410-034-0000,3428 W LAKE ST,,Owned by City,,,0,28,27,EAST GARFIELD PARK,M1-3,60624,5/22/2018,1153332.440,1901274.560,41.88494209,-87.71239713,"(41.88494209, -87.71239713)"
22657,25-34-106-010-0000,13046 S RHODES AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
18218,20-10-301-060-0000,5254 S MICHIGAN AVE,,Sold,,,0,3,40,WASHINGTON PARK,RM-5,60615,5/22/2018,1177926.189,1869925.680,41.79839465,-87.62303767,"(41.79839465, -87.62303767)"
24429,25-09-100-026-0000,9506 S EMERALD AVE,,Owned by City,,,0,21,73,WASHINGTON HEIGHTS,B3-1,60628,5/22/2018,1172889.700,1841762.380,41.7212238,-87.64233698,"(41.7212238, -87.64233698)"
20292,20-28-102-034-0000,7152 S LOWE AVE,,Owned by City,,,0,6,68,ENGLEWOOD,RT-4,60621,5/22/2018,1173280.887,1857221.695,41.76363756,-87.64044821,"(41.76363756, -87.64044821)"
22008,25-24-414-005-0000,11911 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
16840,20-17-402-043-0000,5948 S CARPENTER ST,,Sold,,,"3,117",16,68,ENGLEWOOD,RS-3,60621,5/22/2018,1170240.355,1865150.650,41.78546224,-87.65136194,"(41.78546224, -87.65136194)"
9973,16-15-120-023-0000,323 S KILBOURN AVE,,Owned by City,,,0,28,26,WEST GARFIELD PARK,RT-4,60624,5/22/2018,1146531.493,1898049.385,41.87622415,-87.73745374,"(41.87622415, -87.73745374)"
14502,20-07-112-002-0000,4933 S WESTERN AVE,,Owned by City,,,0,15,63,GAGE PARK,C1-2,0,5/22/2018,1161621.988,1871738.469,41.80372331,-87.68277813,"(41.80372331, -87.68277813)"
12200,17-17-107-027-0000,1434 W ADAMS ST,,Owned by City,,,0,27,28,NEAR WEST SIDE,PD 103,60607,5/22/2018,1166715.665,1899325.279,41.87931686,-87.66330776,"(41.87931686, -87.66330776)"
35737,20-15-113-009-0000,5717 S STATE ST,,Owned by City,,,0,20,40,WASHINGTON PARK,B1-2,60621,5/22/2018,1177382.300,1867019.050,41.79043089,-87.62512001,"(41.79043089, -87.62512001)"
34543,20-17-429-046-0000,,,Owned by City,,,,,,,,,5/22/2018,,,,,
8869,16-10-421-029-0000,4020 W WASHINGTON BLVD,,Sold,,,"4,500",28,26,WEST GARFIELD PARK,RT-4,60624,5/22/2018,1149466.300,1900327.175,41.88241824,-87.72661891,"(41.88241824, -87.72661891)"
37796,20-27-414-034-0000,7646 S EVANS AVE,,Owned by City,,,0,6,69,GREATER GRAND CROSSING,RS-3,60619,5/22/2018,1182459.524,1854278.375,41.75535297,-87.60689793,"(41.75535297, -87.60689793)"
38140,20-21-325-006-0000,7018 S PARNELL AVE,,Owned by City,,,"2,001",6,68,ENGLEWOOD,RT-4,60621,5/22/2018,1173739.466,1858254.630,41.7664619,-87.63873686,"(41.7664619, -87.63873686)"
10059,16-15-200-015-0000,4301 W MADISON ST,,Owned by City,,,0,28,26,WEST GARFIELD PARK,B3-2,60624,5/22/2018,1147660.639,1899544.784,41.88030611,-87.73326947,"(41.88030611, -87.73326947)"
35636,20-31-429-036-0000,1642 W 87TH ST,,Sold,,,"3,125",21,71,AUBURN GRESHAM,B1-1,60620,5/22/2018,1166668.241,1847124.529,41.73607312,-87.66497246,"(41.73607312, -87.66497246)"
12825,17-20-103-008-0000,1239 W ROOSEVELT RD,,Owned by City,,,0,25,28,NEAR WEST SIDE,PD 896,60608,5/22/2018,1168137.870,1894741.550,41.86670816,-87.65821805,"(41.86670816, -87.65821805)"
37049,20-08-410-034-0000,5222 S CARPENTER ST,,Sold,,01/29/2018,0,20,61,NEW CITY,RS-3,60609,5/23/2018,1170107.260,1870002.630,41.79877952,-87.65170888,"(41.79877952, -87.65170888)"
10153,16-15-208-029-0000,4344 W ADAMS ST,,Owned by City,,,0,28,26,WEST GARFIELD PARK,RT-4,60624,5/22/2018,1147269.390,1898747.130,41.87812475,-87.73472654,"(41.87812475, -87.73472654)"
23977,25-24-207-051-0000,11622 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
16090,17-33-321-017-0000,3841 S HALSTED ST,,Sold,,,"11,862",11,60,BRIDGEPORT,M1-2,60609,5/22/2018,1171701.509,1879211.851,41.82401571,-87.64559217,"(41.82401571, -87.64559217)"
22627,25-25-212-023-0000,12355 S JEFFERY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0.000,0.000,0.0000000,0.0000000,"(0, 0)"
9821,16-16-208-020-0000,5821 W ADAMS BLVD,,Owned by City,,,0,29,25,AUSTIN,POS-1,0,5/22/2018,1144162.724,1898797.385,41.87832155,-87.74613236,"(41.87832155, -87.74613236)"
36464,20-16-102-060-0000,5542 S LOWE AVE,,Owned by City,,,0,20,68,ENGLEWOOD,RS-3,60621,5/22/2018,1172822.250,1867818.710,41.7927271,-87.64181688,"(41.7927271, -87.64181688)"
